(* Library holdings (# of books in each library), *)
(* collected by Christian Ayotte.                 *)
(* Labels not available.                          *)


data -         17876
data -         42227
data -         63590
data -         61921
data -         78044
data -         17885
data -         29243
data -         23125
data -          6392
data -         22507
data -         32702
data -         58090
data -         11224
data -         12561
data -         19083
data -         13408
data -        146583
data -         14608
data -         23624
data -         16764
data -         13334
data -         12892
data -         10585
data -         14615
data -         35148
data -         10534
data -         66891
data -        146506
data -         96303
data -         25599
data -         49027
data -         14516
data -         41581
data -         19871
data -        237702
data -         32235
data -         30565
data -         60443
data -         18819
data -         24601
data -         20222
data -        212432
data -         25288
data -         79339
data -          8475
data -         30892
data -         22247
data -         45286
data -         54034
data -        147935
data -         34928
data -         28787
data -        200835
data -        180145
data -         46583
data -         54071
data -         40512
data -         56756
data -         22069
data -         21801
data -         32849
data -        219465
data -         16779
data -         30051
data -         84943
data -         36486
data -         29735
data -         61655
data -         96718
data -        799918
data -         51696
data -         19404
data -         16532
data -         83832
data -         10585
data -         67425
data -        106809
data -         19689
data -        146933
data -        102711
data -         24608
data -         39254
data -         57640
data -         42099
data -         49472
data -        494404
data -         72935
data -        101170
data -         80318
data -        111533
data -         59355
data -          8109
data -        254398
data -         44031
data -         21102
data -         44031
data -         23542
data -         58092
data -         33096
data -         32333
data -         22818
data -         51072
data -         17691
data -        116007
data -         40311
data -         16204
data -         16917
data -         34390
data -         48179
data -         22110
data -         32558
data -         15779
data -         11571
data -         16184
data -        115282
data -         53583
data -         24172
data -         45675
data -         39596
data -         41676
data -         41993
data -         19593
data -         14207
data -        108375
data -         18497
data -         74171
data -         16337
data -        100584
data -         41208
data -         21171
data -        103808
data -         35970
data -       4900730
data -         29844
data -         43364
data -         18883
data -         18529
data -         31365
data -         35068
data -         27234
data -         29737
data -         72520
data -         12279
data -         36188
data -         19767
data -         33443
data -         14008
data -         13204
data -         86885
data -         28455
data -          9399
data -         39904
data -         10671
data -         11756
data -         29575
data -         14943
data -         35889
data -         55634
data -         67384
data -         19287
data -         66811
data -         10259
data -        499551
data -         17286
data -          8530
data -         14870
data -         20519
data -         23152
data -         17399
data -         15780
data -         39410
data -         84969
data -         24772
data -         17279
data -         14186
data -         32568
data -         15729
data -         24111
data -        134324
data -        386461
data -         67036
data -         53100
data -        104144
data -         95010
data -         26324
data -         55234
data -         12156
data -         19749
data -         20440
data -         10359
data -          7629
data -          7305
data -         11110
data -         19268
data -         45669
data -         31678
data -         25968
data -         13241
data -         15945
data -         11765
data -          9088
data -         27489
data -         15945
data -         21518
data -         17248
data -         31064
data -         20090
data -         14795
data -         89946
data -          5214
data -         10625
data -         29172
data -          9901
data -          4763
data -          7715
data -         11643
data -         20771
data -         17690
data -         10987
data -        210989
data -         14476
data -         10052
data -         11128
data -         15026
data -         18319
data -         18789
data -          8321
data -         23158
data -         12539
data -         15097
data -          9104
data -         40697
data -         14485
data -         53573
data -        105360
data -         45907
data -         21889
data -         19838
data -          6643
data -          3147
data -          6161
data -        127109
data -         50055
data -         44264
data -         29767
data -         40179
data -         30108
data -         80094
data -         10171
data -        292299
data -         87329
data -         56226
data -        189339
data -         17191
data -         14479
data -         38999
data -         26043
data -         21136
data -         29902
data -         42141
data -         80598
data -         87207
data -         25572
data -         72624
data -         88252
data -         21276
data -        126551
data -         94412
data -         11660
data -        132027
data -         38819
data -        183203
data -         52649
data -        875776
data -         23800
data -         27745
data -         33893
data -         50422
data -         62292
data -         69642
data -         42899
data -         25901
data -        203036
data -         19425
data -         18879
data -         93972
data -        195623
data -        110346
data -         13902
data -        144840
data -        190781
data -         63473
data -        340735
data -        163514
data -        132916
data -         26962
data -         79190
data -       1084483
data -        101481
data -         78240
data -         72936
data -         35014
data -         93512
data -        148737
data -         78823
data -        125727
data -         75438
data -        243291
data -        124752
data -        783492
data -        252119
data -        125037
data -        123958
data -        109590
data -         28793
data -        437429
data -         27840
data -         72582
data -         54440
data -        193283
data -        112507
data -        119308
data -       1160111
data -        782736
data -        165722
data -         54080
data -         45877
data -        247235
data -         57876
data -         19947
data -          5200
data -         16942
data -         32901
data -         85030
data -         32150
data -         23150
data -          4077
data -         21688
data -         26000
data -         11992
data -         26226
data -         11357
data -         12279
data -          4125
data -          9239
data -         49088
data -          3030
data -         14700
data -         10800
data -          7316
data -         85016
data -         12047
data -         62545
data -         22059
data -         63046
data -          6569
data -          6484
data -          6821
data -         20922
data -          5650
data -         11980
data -          7700
data -         52008
data -         24525
data -          8086
data -         23840
data -         17057
data -         10612
data -          8062
data -            30
data -         15127
data -          7102
data -         11101
data -         28955
data -         14086
data -         14605
data -         83771
data -         14780
data -         11515
data -         26561
data -          8543
data -         13955
data -          7050
data -         18616
data -         17391
data -          9294
data -          5973
data -          6125
data -        101670
data -          8268
data -         17172
data -          1689
data -         16010
data -         19480
data -          7500
data -         15834
data -         17312
data -          4500
data -          2574
data -         27446
data -         12000
data -         61621
data -          9389
data -         18289
data -         20042
data -         14750
data -         12485
data -          2626
data -         20030
data -          9100
data -         33795
data -         17429
data -         14667
data -         39059
data -          8236
data -         29500
data -        140651
data -         20553
data -         39428
data -         17609
data -         22536
data -         23563
data -          5206
data -         18371
data -          5450
data -         17595
data -         14562
data -         46638
data -         39805
data -          9753
data -         12146
data -         17690
data -          7862
data -         15495
data -         10598
data -         21228
data -          5092
data -         11200
data -          8963
data -          7290
data -        401109
data -         17000
data -         12603
data -         11468
data -          6263
data -           840
data -         14251
data -          4300
data -          3808
data -          2369
data -         39771
data -          6000
data -         20147
data -          3579
data -         15000
data -         38652
data -         28655
data -         43576
data -         20625
data -         80885
data -         18747
data -         22180
data -        136842
data -         90241
data -         39808
data -         39590
data -         14240
data -         23591
data -         14129
data -         19751
data -         17318
data -          8088
data -         34577
data -          5657
data -          6805
data -         18915
data -         12532
data -         15826
data -         49636
data -          8166
data -         20309
data -         29925
data -         16809
data -         24819
data -         29295
data -         12838
data -         13350
data -         41600
data -         12442
data -         22421
data -         15612
data -         12117
data -         33660
data -         19337
data -         33808
data -         99843
data -         18020
data -         31422
data -         19436
data -         20324
data -         49120
data -        122887
data -         54079
data -         36225
data -         63943
data -         54401
data -         38476
data -         34274
data -         21438
data -        186114
data -         23907
data -         53621
data -        114691
data -        127266
data -         25231
data -         19462
data -          8519
data -         45505
data -        114350
data -         12611
data -         20046
data -         21177
data -         70112
data -         22530
data -         28802
data -         35998
data -         20220
data -         25944
data -         26041
data -         41592
data -         42150
data -         77676
data -         17516
data -         54632
data -         18730
data -         18565
data -         14467
data -         42646
data -         32309
data -         26716
data -         36744
data -         18255
data -        120167
data -         19448
data -          9878
data -         26813
data -         24670
data -         22064
data -          8000
data -         86899
data -         31613
data -         13728
data -         56667
data -         18133
data -         43864
data -        165466
data -         34889
data -         14431
data -         16330
data -         28372
data -         47152
data -         31272
data -         46121
data -         64329
data -        128926
data -        115520
data -         18376
data -         35910
data -         16743
data -       1116062
data -        889395
data -       1758592
data -       1443716
data -          7976
data -         33216
data -         12415
data -         42967
data -         12166
data -         31495
data -         12088
data -          9296
data -          8893
data -         16837
data -         44548
data -          9927
data -          4673
data -          7745
data -         13270
data -          2569
data -          4121
data -          8632
data -          7284
data -          7246
data -          7634
data -          3233
data -          9042
data -         11675
data -         15882
data -          7749
data -         19785
data -          5399
data -          7427
data -          7197
data -          3307
data -         13273
data -          7995
data -          5814
data -         12834
data -          7127
data -          3825
data -          6262
data -         12387
data -          2381
data -          7826
data -          2939
data -          4319
data -          3438
data -          3954
data -          4830
data -          4814
data -         11936
data -          2582
data -          7515
data -          7089
data -          9076
data -          6512
data -          5654
data -          6611
data -          6874
data -         14757
data -          8247
data -         10583
data -          6757
data -          5978
data -          8915
data -          4619
data -         11007
data -         12550
data -         20057
data -         12130
data -         97653
data -       2257030
data -         26635
data -          9094
data -         35612
data -         58804
data -         65243
data -         15486
data -        100867
data -        162674
data -         65700
data -         34675
data -         26000
data -         23518
data -         52623
data -         20836
data -         41145
data -         14375
data -         59967
data -         72748
data -         17131
data -        535536
data -         19851
data -         15573
data -         12154
data -         87625
data -         22654
data -        623121
data -         13879
data -         16103
data -         25211
data -         17775
data -         19500
data -         28073
data -         89132
data -         24875
data -         55715
data -         92239
data -         18623
data -         12812
data -         10911
data -         26850
data -         25097
data -         28300
data -         25554
data -         68204
data -       1103927
data -         43369
data -         78156
data -         22454
data -         64279
data -        210103
data -         19280
data -        432520
data -         34440
data -         57000
data -         73423
data -         23181
data -         81013
data -         30435
data -         27133
data -        408451
data -         38138
data -         43303
data -        164097
data -         16000
data -         91981
data -         54302
data -         19806
data -         40600
data -         13060
data -          9045
data -         13759
data -          8522
data -         14803
data -         73881
data -         14011
data -         24771
data -        147954
data -         12810
data -         13628
data -         53791
data -         46943
data -         94911
data -         25260
data -         70926
data -         37115
data -         39259
data -         32413
data -         15855
data -         16501
data -       2850979
data -         37493
data -       1360951
data -         36750
data -         69691
data -        115983
data -         13500
data -         37058
data -         17620
data -         14371
data -        566928
data -        195046
data -       1361572
data -         23858
data -         30093
data -         22080
data -         11594
data -         21340
data -         18571
data -         47228
data -         63671
data -         40254
data -          8800
data -         19392
data -         30211
data -        142750
data -         33028
data -         92521
data -         59602
data -         14432
data -         10099
data -         19274
data -         19800
data -         18000
data -         19526
data -         57249
data -         13587
data -         20343
data -         23266
data -         36277
data -         23124
data -        166433
data -        156391
data -         14000
data -         46948
data -         43289
data -        135377
data -         34557
data -         11126
data -         21140
data -         46488
data -         38782
data -        127655
data -         29936
data -         23049
data -        348930
data -         59369
data -         28016
data -         12407
data -         30258
data -         31199
data -         48944
data -         20799
data -         44650
data -         66024
data -         13000
data -         12533
data -         11229
data -         18544
data -         18500
data -         72855
data -         14372
data -         22095
data -         11290
data -         14308
data -         33648
data -        161909
data -         35659
data -        246749
data -         37118
data -         44759
data -         81343
data -         48564
data -         27353
data -         13874
data -         25016
data -         27760
data -         17206
data -         21524
data -         13654
data -         77250
data -         29777
data -         74787
data -         54571
data -         39757
data -         17380
data -         77167
data -         17088
data -        134063
data -          7970
data -        118751
data -        201520
data -         31400
data -         70842
data -         30402
data -          9200
data -         32912
data -         67538
data -         68553
data -         43483
data -        105133
data -         32998
data -        327442
data -        223671
data -         26150
data -         47257
data -         10919
data -         75250
data -         14371
data -         17873
data -         28985
data -         32000
data -         89406
data -         45823
data -        604667
data -         27629
data -         17867
data -        137924
data -         33500
data -        112997
data -         58744
data -         42399
data -         10670
data -         35576
data -         14100
data -         23939
data -          9726
data -         20771
data -         57158
data -         19846
data -        204975
data -         37130
data -        490227
data -         65199
data -         24000
data -         35025
data -         27516
data -          8558
data -         28904
data -         44043
data -         46500
data -         15417
data -         26370
data -        119883
data -         28075
data -        304428
data -       1935036
data -         16514
data -         36146
data -        117941
data -         11677
data -         26594
data -         22762
data -         23910
data -         36521
data -         28470
data -         60552
data -         45210
data -         13100
data -         32435
data -         19707
data -         13408
data -          8649
data -        105001
data -         41868
data -         13018
data -          8500
data -         32018
data -         62016
data -         15775
data -         56830
data -         10303
data -         22031
data -         13310
data -         38317
data -         18378
data -         50000
data -         50605
data -         14758
data -         11500
data -         36193
data -         30508
data -        118930
data -         61748
data -         85707
data -        137460
data -         53104
data -         23360
data -         36762
data -         28865
data -        183422
data -         57253
data -         34606
data -         14875
data -         40000
data -        127000
data -         34151
data -        272710
data -         37348
data -         23364
data -        102658
data -         79779
data -         17262
data -         24916
data -         69182
data -         86358
data -         26601
data -         57454
data -         64205
data -         25321
data -         21027
data -        137769
data -         10843
data -         15793
data -         38269
data -         24880
data -         23394
data -         14975
data -         26000
data -         19933
data -         25923
data -         20264
data -         15319
data -         35478
data -         20137
data -         57975
data -         85313
data -         85630
data -         12250
data -         21935
data -          9533
data -         20426
data -         29084
data -         47038
data -         56785
data -         26872
data -         24995
data -          9436
data -         17085
data -         28546
data -         19077
data -          9810
data -         38407
data -         50069
data -         12185
data -         27535
data -         23750
data -         14830
data -         20216
data -         42995
data -         19500
data -          8612
data -         11143
data -         12200
data -         15710
data -          9374
data -         20004
data -         32320
data -         14655
data -          8322
data -         32125
data -         11000
data -          1990
data -         19369
data -         17885
data -         39700
data -         22435
data -         55851
data -         19728
data -         13674
data -          6820
data -         11033
data -         10827
data -        187971
data -         11826
data -         14756
data -        105612
data -         81050
data -        210777
data -         14110
data -         27380
data -         44931
data -         88417
data -         17982
data -         35146
data -         37864
data -        107532
data -         36825
data -         40201
data -         21849
data -         18200
data -        219374
data -         39396
data -         11137
data -         62583
data -         14640
data -         32750
data -         11604
data -         16327
data -         16000
data -         26954
data -         28800
data -          7847
data -         45300
data -         36012
data -         10028
data -         24803
data -         38005
data -         34898
data -         24675
data -         19290
data -         29424
data -        396545
data -         50912
data -        388882
data -         26822
data -        568875
data -         55655
data -         16143
data -         31943
data -         40651
data -         28968
data -         13314
data -          9001
data -         26009
data -         18215
data -         32455
data -         23029
data -         16193
data -         15651
data -         18000
data -         10650
data -          8187
data -         22453
data -         13426
data -         20300
data -         14910
data -         16042
data -          9748
data -         23600
data -         16605
data -         18684
data -         12900
data -         12574
data -         22602
data -          9073
data -         12375
data -         10012
data -         14844
data -         17144
data -         33852
data -         10944
data -          7560
data -          7500
data -         19165
data -         11720
data -         12635
data -         17952
data -         10780
data -          9385
data -         13439
data -         10801
data -         18439
data -         14450
data -          7500
data -          7374
data -         17108
data -         16559
data -         15000
data -         16083
data -         15552
data -          8600
data -         33677
data -         15464
data -         28213
data -          7284
data -         12800
data -         13058
data -        323858
data -          3407
data -          3407
data -         36540
data -         57883
data -         12747
data -         14725
data -         40267
data -         21342
data -          8687
data -         13055
data -          9442
data -         14584
data -          9623
data -         22185
data -         16383
data -         39077
data -          5000
data -         25950
data -          9800
data -         12375
data -         24982
data -          4414
data -         18150
data -          4496
data -         37000
data -         14532
data -          5780
data -         11325
data -         50000
data -         18095
data -         10200
data -         19680
data -         12000
data -          7115
data -         12600
data -          9399
data -         31300
data -         14854
data -          8883
data -         10288
data -          8511
data -          4559
data -         14300
data -         12086
data -          8623
data -         13615
data -         19030
data -          8686
data -         14050
data -          9712
data -         14659
data -          9173
data -          7262
data -         15798
data -          5600
data -          7409
data -          9385
data -         32181
data -         45410
data -         11443
data -          7387
data -         50000
data -          7698
data -          9845
data -          7800
data -          9029
data -         17000
data -         13590
data -          6957
data -          7670
data -         22000
data -          6678
data -          8000
data -          7586
data -          9627
data -          7750
data -         32337
data -         17136
data -         17761
data -          9980
data -         37378
data -         52315
data -          8646
data -         22681
data -         23916
data -         38623
data -         21706
data -        131794
data -         17100
data -         24677
data -         25385
data -         13686
data -         48315
data -         23763
data -        408748
data -         50033
data -         62648
data -        167932
data -         59761
data -         31090
data -         20378
data -         49256
data -         30672
data -         21385
data -         22123
data -         37005
data -         22051
data -         32337
data -         26976
data -         22789
data -         27896
data -         37005
data -         22243
data -         37273
data -         24965
data -         13155
data -         18339
data -         21804
data -         21385
data -          9552
data -         28349
data -         11127
data -         72077
data -        641496
data -       1666595
data -         58906
data -         57968
data -         42190
data -         42000
data -         52623
data -         92824
data -         40126
data -         95126
data -         42997
data -        211967
data -         31223
data -         54989
data -        179929
data -         13394
data -         46543
data -         71480
data -        157910
data -         34830
data -         21304
data -        378170
data -         31341
data -         14944
data -          4500
data -        513645
data -         46036
data -         30609
data -        164354
data -        476249
data -        163273
data -        171312
data -        261699
data -         90146
data -        119906
data -         97910
data -        167042
data -         42038
data -        348689
data -         49137
data -         29160
data -        656696
data -        758631
data -         40504
data -         48767
data -         64315
data -         14278
data -        127484
data -        120432
data -         23881
data -       2527676
data -        146147
data -         40490
data -         84688
data -         67684
data -         63744
data -        114457
data -        275746
data -        182849
data -        650032
data -         62191
data -         12905
data -         27700
data -        468462
data -         38892
data -         54172
data -        448042
data -        389357
data -        148917
data -         26166
data -         96811
data -         29502
data -         79544
data -         33898
data -        175671
data -         30370
data -        427454
data -       1099306
data -         29532
data -         96607
data -        381067
data -         39924
data -        149465
data -         98122
data -         43274
data -        298277
data -         26494
data -        855000
data -         66372
data -         69258
data -         24801
data -        843392
data -        334916
data -        353988
data -        160952
data -        199238
data -         42552
data -        103227
data -         80216
data -         72050
data -        109306
data -         89485
data -        154258
data -        154591
data -         83018
data -        817495
data -        222899
data -        113702
data -        172384
data -        297057
data -        124897
data -        128909
data -         27748
data -         45646
data -         46225
data -        191895
data -         10446
data -         19795
data -          5683
data -         12894
data -          8525
data -          6406
data -         44451
data -         17000
data -         26425
data -         55523
data -         16766
data -          2000
data -          9000
data -         16360
data -         18250
data -         72558
data -          7464
data -         14043
data -          4600
data -          3817
data -          5134
data -        113484
data -          6500
data -          6874
data -         12000
data -         17318
data -          7244
data -         11952
data -          9218
data -         12226
data -          2160
data -         33778
data -          8820
data -           800
data -         10419
data -         23604
data -         11436
data -         11284
data -         20000
data -         14823
data -         16004
data -         13081
data -         24972
data -         61403
data -         30490
data -         11351
data -         15707
data -         12879
data -          6017
data -         10000
data -          5671
data -         31048
data -          6913
data -          9525
data -          6480
data -           486
data -          2703
data -          3750
data -          8650
data -         13706
data -          5000
data -         16257
data -          2000
data -         11000
data -         11692
data -          3869
data -          3289
data -          7926
data -          8500
data -         13752
data -         17000
data -          4300
data -         27728
data -         10600
data -         42396
data -         24759
data -         23500
data -          7261
data -         58060
data -          7500
data -         19952
data -          3244
data -          4058
data -         58366
data -         17339
data -          9926
data -         10600
data -         10898
data -         16509
data -         15963
data -         15432
data -         20948
data -          8333
data -         22527
data -         10250
data -          9839
data -          8643
data -          5800
data -         13070
data -          8000
data -          3000
data -          5100
data -         14021
data -         21000
data -         13775
data -         11459
data -         21833
data -          7984
data -         16000
data -         11248
data -         14884
data -         14805
data -         39000
data -          5000
data -          8117
data -          4019
data -         93479
data -           300
data -          5807
data -         28222
data -         40936
data -          5067
data -         21662
data -          5881
data -         16145
data -         10788
data -          8770
data -         33796
data -         13797
data -         40223
data -         10060
data -          2958
data -         21523
data -          8000
data -         16955
data -         11777
data -         19299
data -          6545
data -          4385
data -         11590
data -          6997
data -          8366
data -         28667
data -          9000
data -          8871
data -          7120
data -         20652
data -          6301
data -          7674
data -          5615
data -         21652
data -          7827
data -          6624
data -          8449
data -          2500
data -          4554
data -          5720
data -         10443
data -          4552
data -          4615
data -          8500
data -          4900
data -          7450
data -         11477
data -         26676
data -          8895
data -          1000
data -         21884
data -          6400
data -         15117
data -         11400
data -          5494
data -         38497
data -          7735
data -         16609
data -          8770
data -          3300
data -          9425
data -          4337
data -           896
data -         20000
data -          4930
data -          4140
data -         12324
data -         18389
data -          3439
data -          8466
data -         10300
data -          5115
data -         36106
data -         16000
data -         17219
data -         44000
data -         12564
data -         10250
data -         29000
data -         17391
data -          7207
data -         10247
data -         14519
data -         16239
data -         24500
data -         14000
data -          5500
data -          8925
data -         16938
data -         17997
data -          3814
data -          2000
data -         12173
data -         18941
data -         23005
data -         32887
data -         42224
data -         67582
data -         57501
data -         56975
data -         57302
data -         52701
data -         40316
data -         54254
data -         38320
data -         69924
data -         37615
data -         43026
data -         53164
data -        112986
data -         41674
data -         46415
data -         66177
data -        300761
data -        349697
data -        200323
data -        207938
data -        171132
data -        133724
data -        102043
data -        234858
data -        686104
data -       3143101
data -        442045
data -        460290
data -        538886
data -        935178
data -       1901917
data -       1232018
data -        370736
data -        576998
data -       2123062
data -       1065804
data -        541140
data -          5265
data -         60000
data -         13757
data -         23835
data -         11777
data -         27249
data -         14948
data -         34023
data -         59719
data -         16702
data -         56103
data -        292054
data -         13535
data -          3706
data -         10754
data -         29746
data -         17077
data -         20889
data -         12820
data -         58924
data -          8258
data -         31236
data -         14108
data -        101852
data -         18689
data -         11758
data -        132217
data -          6780
data -         45489
data -         12759
data -         15249
data -         26634
data -          6740
data -          6676
data -         21738
data -         16362
data -          8992
data -          7324
data -         32946
data -         36672
data -        142503
data -         70732
data -         18930
data -         62685
data -         20709
data -          9331
data -          7441
data -         20237
data -          7874
data -         18594
data -         12518
data -         24349
data -         69957
data -          6331
data -         13754
data -         43548
data -         96936
data -          8519
data -         22619
data -         51577
data -          4915
data -         14372
data -          8401
data -         34678
data -          9765
data -         15240
data -         29919
data -         20943
data -         76107
data -         17102
data -         12028
data -         27186
data -          9660
data -         15520
data -         53695
data -         55788
data -         51699
data -         13000
data -          6591
data -         47378
data -         29010
data -         36694
data -         21745
data -        223753
data -         26095
data -         13756
data -         45846
data -         15359
data -         32218
data -         11155
data -         16695
data -         13555
data -         25373
data -         10491
data -         13357
data -         25237
data -        174317
data -         22213
data -         72291
data -         13390
data -         67300
data -         12425
data -         11547
data -         15541
data -          5833
data -         12769
data -         78659
data -          6574
data -        126851
data -          8944
data -         15794
data -        430168
data -         24405
data -         74211
data -         99014
data -         19273
data -         43515
data -         15620
data -          5982
data -        104140
data -         53471
data -         28680
data -          5160
data -         29400
data -         26899
data -         14940
data -         49055
data -          9593
data -         12276
data -         16029
data -        235893
data -         43022
data -         18016
data -         29116
data -         60463
data -         11993
data -        308003
data -          9100
data -         21022
data -         33178
data -         36019
data -         88701
data -          5930
data -         31414
data -         10872
data -         17077
data -        252712
data -         35041
data -         13361
data -         37438
data -         30554
data -         31288
data -         14818
data -         12604
data -          4649
data -          5974
data -          4262
data -         17950
data -          4453
data -         15700
data -          9530
data -        812655
data -         17806
data -        210850
data -         20494
data -         12879
data -         22347
data -        118661
data -         32429
data -         46333
data -         15338
data -         37691
data -          9845
data -        104634
data -        108563
data -         44008
data -        123269
data -         11207
data -         67443
data -         11108
data -         28919
data -       2537555
data -         19097
data -         23105
data -         23025
data -         58099
data -         75991
data -         10580
data -          3357
data -         25887
data -         32915
data -         12058
data -         96591
data -          8918
data -        140080
data -         24409
data -         29358
data -         10715
data -        120478
data -         20624
data -         36877
data -         26545
data -         45579
data -         38226
data -         20405
data -          3504
data -         33217
data -         76732
data -         16947
data -         92874
data -         24557
data -         14886
data -         13895
data -         21115
data -         12493
data -         22612
data -         54252
data -         14007
data -         15300
data -        271709
data -         15534
data -         18807
data -          9551
data -          6028
data -         22676
data -         35647
data -         10843
data -         43491
data -          9833
data -         19213
data -          9387
data -          7819
data -         15154
data -         43682
data -         11398
data -         63504
data -         55546
data -         59041
data -         10461
data -         17288
data -         30113
data -         36316
data -         21961
data -         10244
data -         11562
data -        254659
data -         24500
data -         28831
data -         12701
data -         57403
data -         89197
data -         13738
data -         46953
data -         63960
data -         19739
data -         57169
data -         67224
data -         13657
data -         12675
data -          4181
data -         67173
data -         32483
data -         26279
data -         17021
data -        128367
data -        290733
data -         44931
data -         14284
data -         11499
data -         40253
data -          6299
data -         22949
data -         14246
data -         13234
data -        132626
data -         51457
data -         30149
data -         22190
data -         15471
data -         24565
data -         14299
data -        171231
data -         79117
data -         10365
data -        129404
data -         46175
data -         81893
data -        112771
data -         19529
data -         21993
data -         17459
data -         45003
data -         53398
data -         14428
data -         11675
data -         67402
data -         36191
data -         44370
data -         22324
data -         14152
data -         35028
data -          7166
data -         19807
data -         19699
data -         32064
data -         25741
data -         87685
data -        272308
data -         51970
data -         68269
data -         53375
data -        349358
data -         14984
data -        225586
data -        208101
data -        148066
data -          8759
data -         13248
data -         11245
data -         19203
data -         55267
data -         14176
data -         61316
data -         10770
data -         24739
data -         14013
data -         11663
data -         27770
data -          6140
data -         39654
data -        104266
data -          9486
data -         15000
data -         10388
data -          8986
data -         23341
data -         21658
data -         17550
data -          9557
data -         20273
data -         28803
data -         10157
data -         23199
data -         11514
data -         10040
data -         13251
data -         64037
data -          9543
data -          5326
data -         13965
data -         19530
data -        138725
data -         14323
data -         23793
data -        154138
data -         78963
data -         67071
data -         24180
data -         15010
data -          9001
data -         10552
data -         29480
data -         19925
data -          6011
data -          9381
data -         15204
data -         72133
data -          5653
data -         17201
data -         19625
data -         13787
data -          7609
data -         14525
data -         12194
data -          9600
data -         31196
data -          5523
data -          6764
data -          7231
data -          9050
data -          7049
data -          6082
data -        190863
data -        109723
data -         95027
data -        365923
data -         28110
data -         37095
data -         85590
data -         62473
data -        503414
data -         19991
data -         79356
data -         46971
data -         18949
data -         18188
data -         34465
data -         37416
data -         17679
data -        208440
data -         24440
data -         52228
data -        152727
data -         36914
data -         51538
data -         85147
data -         14949
data -         35040
data -         26435
data -         37098
data -          4712
data -          9905
data -         13956
data -         25700
data -         21091
data -          6439
data -         14800
data -         14250
data -         10154
data -         66512
data -         85015
data -          7695
data -         29279
data -         14974
data -         28549
data -         51101
data -         19967
data -         69258
data -         22750
data -         36551
data -         58894
data -         22375
data -        131500
data -         19780
data -          8211
data -         16210
